Cell IdX,Cell IdY,Cell IdZ,Voxel IdX,Voxel IdY,Voxel IdZ,X [mm],Y [mm],Z [mm],Dose [Gy],FieldScalingFactor
1,3,1,1,4,8,-9.5,17.5,-8.5,0,0.0967191
3,1,1,7,6,0,20.5,-4.5,-16.5,0,0.446906
1,1,0,8,5,3,-2.5,-5.5,-25.5,0,0.836739
0,2,1,7,4,4,-15.5,5.5,-12.5,2.14497e-06,0.278131
0,3,0,0,3,0,-22.5,16.5,-28.5,0,0.871269
2,1,1,9,5,7,10.5,-5.5,-9.5,2.54102e-08,0.191949
1,3,1,8,3,1,-2.5,16.5,-15.5,1.51402e-06,0.374175
3,1,1,2,4,7,15.5,-6.5,-9.5,0,0.186806
3,0,0,8,8,9,21.5,-14.5,-19.5,0,0.577807
3,1,1,6,6,8,19.5,-4.5,-8.5,0,0.138195
0,2,1,6,1,3,-16.5,2.5,-13.5,1.90885e-06,0.322594
0,1,1,2,1,3,-20.5,-9.5,-13.5,2.35513e-10,0.336414
2,0,1,6,5,9,7.5,-17.5,-7.5,9.27964e-07,0.13142
0,2,1,1,5,0,-21.5,6.5,-16.5,3.91489e-07,0.420121
1,0,1,1,6,3,-9.5,-16.5,-13.5,0,0.361019
0,2,0,3,8,3,-19.5,9.5,-25.5,0,0.778588
1,0,1,0,7,5,-10.5,-15.5,-11.5,0,0.281124
0,0,1,6,5,3,-16.5,-17.5,-13.5,0,0.352002
1,2,0,0,4,2,-10.5,5.5,-26.5,1.11155e-06,0.847201
0,1,0,9,9,8,-13.5,-1.5,-20.5,8.08039e-07,0.614149
0,3,0,1,8,1,-21.5,21.5,-27.5,0,0.812278
3,3,0,4,2,5,17.5,15.5,-23.5,0,0.680817
2,0,1,3,2,7,4.5,-20.5,-9.5,7.19405e-09,0.211391
3,3,1,2,0,6,15.5,13.5,-10.5,0,0.178382
2,1,1,8,3,2,9.5,-7.5,-14.5,0,0.39047
3,0,1,0,8,1,13.5,-14.5,-15.5,0,0.433361
3,3,0,7,0,9,20.5,13.5,-19.5,0,0.520383
2,0,0,4,9,5,5.5,-13.5,-23.5,1.37611e-07,0.763869
2,3,0,3,9,0,4.5,22.5,-28.5,0,0.874797
2,3,1,9,0,4,10.5,13.5,-12.5,0,0.262016
1,3,0,1,3,1,-9.5,16.5,-27.5,9.46891e-08,0.853671
3,3,1,9,9,0,22.5,22.5,-16.5,0,0.364192
3,2,0,1,1,7,14.5,2.5,-21.5,0,0.644161
1,2,0,1,5,8,-9.5,6.5,-20.5,5.03905e-07,0.599902
1,1,0,6,3,0,-4.5,-7.5,-28.5,4.31322e-07,0.964952
1,2,0,7,9,9,-3.5,10.5,-19.5,9.29539e-07,0.552262
0,2,1,2,8,9,-20.5,9.5,-7.5,1.79305e-08,0.0670309
3,2,0,8,3,7,21.5,4.5,-21.5,3.5708e-08,0.625155
0,3,1,1,3,2,-21.5,16.5,-14.5,0,0.310996
2,3,0,0,4,1,1.5,17.5,-27.5,3.42527e-07,0.854902
3,3,0,7,9,0,20.5,22.5,-28.5,0,0.851831
3,0,1,8,2,6,21.5,-20.5,-10.5,0,0.227006
3,3,1,2,6,4,15.5,19.5,-12.5,8.95761e-07,0.234601
3,2,1,6,4,9,19.5,5.5,-7.5,0,0.0796011
0,0,1,1,0,0,-21.5,-22.5,-16.5,0,0.462236
2,3,1,8,6,0,9.5,19.5,-16.5,5.5213e-07,0.398014
1,0,1,1,9,7,-9.5,-13.5,-9.5,5.38449e-07,0.203119
2,1,0,4,3,2,5.5,-7.5,-26.5,0,0.88043
3,3,1,5,9,5,18.5,22.5,-11.5,7.79451e-08,0.179621
2,2,0,3,3,3,4.5,4.5,-25.5,0,0.813646
3,1,0,5,0,9,18.5,-10.5,-19.5,0,0.580042
0,1,1,1,8,2,-21.5,-2.5,-14.5,0,0.36212
3,1,0,3,2,2,16.5,-8.5,-26.5,0,0.868054
2,2,1,1,3,7,2.5,4.5,-9.5,0,0.177203
2,1,0,8,2,2,9.5,-8.5,-26.5,0,0.878537
1,0,1,4,3,3,-6.5,-19.5,-13.5,0,0.365353
0,1,1,4,3,8,-18.5,-7.5,-8.5,0,0.144687
0,1,0,2,3,5,-20.5,-7.5,-23.5,0,0.733911
1,0,1,3,7,8,-7.5,-15.5,-8.5,6.43378e-08,0.168214
3,1,0,1,8,4,14.5,-2.5,-24.5,0,0.778025
2,1,0,3,1,6,4.5,-9.5,-22.5,5.29568e-08,0.718486
0,3,1,5,3,9,-17.5,16.5,-7.5,4.94007e-08,0.0514291
0,1,1,8,3,5,-14.5,-7.5,-11.5,1.03334e-06,0.266894
3,3,1,4,8,9,17.5,21.5,-7.5,0,0.0338655
1,1,0,4,7,7,-6.5,-3.5,-21.5,4.78155e-07,0.66649
0,2,0,5,2,7,-17.5,3.5,-21.5,1.79316e-06,0.636276
0,3,0,8,4,8,-14.5,17.5,-20.5,0,0.557657
1,1,0,3,0,0,-7.5,-10.5,-28.5,2.99858e-07,0.967304
3,0,0,5,3,6,18.5,-19.5,-22.5,0,0.70978
1,3,1,0,4,6,-10.5,17.5,-10.5,0,0.171745
0,3,1,4,1,1,-18.5,14.5,-15.5,0,0.363148
1,2,0,6,0,3,-4.5,1.5,-25.5,3.47505e-08,0.821264
3,1,1,1,4,5,14.5,-6.5,-11.5,4.42781e-08,0.26547
3,3,1,5,3,9,18.5,16.5,-7.5,1.56166e-07,0.049684
2,2,0,6,8,7,7.5,9.5,-21.5,2.61162e-07,0.633514
3,3,1,0,3,5,13.5,16.5,-11.5,1.35126e-07,0.209825
3,2,1,2,6,0,15.5,7.5,-16.5,0,0.429384
1,1,0,1,0,7,-9.5,-10.5,-21.5,1.32423e-06,0.674988
2,0,0,9,0,8,10.5,-22.5,-20.5,0,0.642275
3,0,0,2,2,4,15.5,-20.5,-24.5,0,0.798295
2,0,0,0,1,7,1.5,-21.5,-21.5,7.32766e-08,0.688751
2,3,0,3,6,0,4.5,19.5,-28.5,2.63088e-07,0.887492
1,3,0,2,7,9,-8.5,20.5,-19.5,0,0.513767
1,3,0,2,8,8,-8.5,21.5,-20.5,0,0.549691
1,2,1,0,5,7,-10.5,6.5,-9.5,9.58703e-07,0.166832
1,2,0,8,9,1,-2.5,10.5,-27.5,8.06263e-07,0.87971
2,1,1,5,4,2,6.5,-6.5,-14.5,0,0.391498
0,1,0,9,9,6,-13.5,-1.5,-22.5,5.63097e-07,0.695406
3,0,0,6,3,3,19.5,-19.5,-25.5,0,0.831284
0,1,1,8,0,6,-14.5,-10.5,-10.5,1.42602e-07,0.232195
3,1,1,2,0,1,15.5,-10.5,-15.5,0,0.425982
0,1,1,1,5,5,-21.5,-5.5,-11.5,0,0.250641
3,3,0,7,3,5,20.5,16.5,-23.5,0,0.670809
3,2,0,1,6,7,14.5,7.5,-21.5,0,0.630906
0,1,1,8,8,0,-14.5,-2.5,-16.5,3.96163e-07,0.454459
0,3,1,5,8,5,-17.5,21.5,-11.5,0,0.185266
2,1,1,2,2,3,3.5,-8.5,-13.5,1.76325e-07,0.35676
1,1,1,8,9,6,-2.5,-1.5,-10.5,1.13818e-07,0.228707
1,3,0,5,3,3,-5.5,16.5,-25.5,1.29543e-06,0.774432
1,2,1,8,7,1,-2.5,8.5,-15.5,7.9771e-07,0.399636
0,1,0,1,3,6,-21.5,-7.5,-22.5,0,0.690639
3,3,1,1,5,1,14.5,18.5,-15.5,9.95586e-07,0.356191
3,2,1,2,3,1,15.5,4.5,-15.5,0,0.397889
3,3,1,3,2,9,16.5,15.5,-7.5,0,0.0564999
0,3,0,6,9,4,-16.5,22.5,-24.5,0,0.695865
2,0,0,2,8,5,3.5,-14.5,-23.5,2.62354e-07,0.765876
2,2,0,8,7,2,9.5,8.5,-26.5,0,0.839627
1,3,1,9,6,1,-1.5,19.5,-15.5,6.15742e-08,0.36347
0,1,1,7,9,8,-15.5,-1.5,-8.5,5.89353e-07,0.139915
0,1,1,5,5,6,-17.5,-5.5,-10.5,1.16775e-07,0.220188
2,3,0,2,9,2,3.5,22.5,-26.5,0,0.792462
0,3,1,1,7,8,-21.5,20.5,-8.5,2.9676e-08,0.0672079
1,0,0,5,6,5,-5.5,-16.5,-23.5,8.87561e-07,0.766542
2,2,1,2,7,3,3.5,8.5,-13.5,3.1653e-07,0.320996
1,0,0,1,6,5,-9.5,-16.5,-23.5,3.62849e-08,0.763126
0,0,1,7,4,1,-15.5,-18.5,-15.5,2.14375e-07,0.433062
3,2,1,8,9,5,21.5,10.5,-11.5,0,0.214384
3,2,1,7,6,6,20.5,7.5,-10.5,0,0.186583
0,3,1,3,6,5,-19.5,19.5,-11.5,0,0.18892
3,0,0,6,8,0,19.5,-14.5,-28.5,0,0.953065
3,2,1,8,5,8,21.5,6.5,-8.5,6.70669e-08,0.110803
2,3,0,2,2,4,3.5,15.5,-24.5,8.88695e-07,0.738107
2,2,0,9,7,8,10.5,8.5,-20.5,0,0.593138
3,1,1,6,5,6,19.5,-5.5,-10.5,0,0.216436
3,2,0,1,3,4,14.5,4.5,-24.5,0,0.761601
3,2,1,6,2,4,19.5,3.5,-12.5,0,0.27579
2,2,0,0,1,3,1.5,2.5,-25.5,2.32442e-07,0.819851
1,2,1,2,7,8,-8.5,8.5,-8.5,1.05638e-06,0.125353
0,1,1,9,7,9,-13.5,-3.5,-7.5,7.55773e-07,0.108479
3,1,1,6,5,9,19.5,-5.5,-7.5,0,0.101789
0,2,1,3,8,9,-19.5,9.5,-7.5,2.94278e-07,0.0690556
2,1,0,7,9,7,8.5,-1.5,-21.5,2.43902e-07,0.660863
1,1,0,1,9,6,-9.5,-1.5,-22.5,8.94331e-07,0.700576
3,3,1,0,4,5,13.5,17.5,-11.5,1.90224e-07,0.206364
3,1,1,2,0,2,15.5,-10.5,-14.5,0,0.386548
3,3,1,2,0,5,15.5,13.5,-11.5,0,0.216721
1,3,0,6,3,7,-4.5,16.5,-21.5,1.2784e-06,0.612016
1,1,0,0,9,4,-10.5,-1.5,-24.5,3.65005e-07,0.781565
2,0,1,6,7,7,7.5,-15.5,-9.5,0,0.20665
3,1,0,8,9,8,21.5,-1.5,-20.5,0,0.598756
1,1,1,0,9,7,-10.5,-1.5,-9.5,8.77677e-07,0.184845
1,2,1,0,7,6,-10.5,8.5,-10.5,1.31932e-06,0.199811
2,1,0,0,7,2,1.5,-3.5,-26.5,0,0.874874
3,0,0,4,9,7,17.5,-13.5,-21.5,0,0.666448
3,2,1,8,2,9,21.5,3.5,-7.5,0,0.0802022
0,2,1,9,4,9,-13.5,5.5,-7.5,1.15976e-06,0.089571
3,0,0,1,2,9,14.5,-20.5,-19.5,0,0.595628
0,0,1,8,7,0,-14.5,-15.5,-16.5,8.89101e-08,0.472303
0,0,1,0,9,3,-22.5,-13.5,-13.5,0,0.336384
2,0,1,0,7,1,1.5,-15.5,-15.5,1.54154e-07,0.443876
0,0,1,7,0,9,-15.5,-22.5,-7.5,0,0.123971
0,3,1,5,0,0,-17.5,13.5,-16.5,8.5024e-08,0.407611
2,1,0,4,6,2,5.5,-4.5,-26.5,0,0.875197
3,0,1,8,4,4,21.5,-18.5,-12.5,0,0.303584
1,2,1,2,8,4,-8.5,9.5,-12.5,1.36267e-06,0.276112
0,2,1,2,4,4,-20.5,5.5,-12.5,2.88239e-07,0.268699
1,1,0,0,8,3,-10.5,-2.5,-25.5,4.83165e-07,0.82502
1,0,0,0,4,5,-10.5,-18.5,-23.5,5.58463e-08,0.763338
3,1,0,5,8,5,18.5,-2.5,-23.5,0,0.729454
0,1,1,7,0,6,-15.5,-10.5,-10.5,2.01509e-07,0.230632
0,2,1,7,1,6,-15.5,2.5,-10.5,1.10006e-06,0.208132
2,1,1,9,9,2,10.5,-1.5,-14.5,0,0.378981
2,0,1,0,2,4,1.5,-20.5,-12.5,6.48442e-07,0.328741
0,0,1,3,0,7,-19.5,-22.5,-9.5,0,0.193242
0,2,0,2,0,3,-20.5,1.5,-25.5,1.48696e-07,0.79839
3,0,1,3,3,9,16.5,-19.5,-7.5,0,0.121448
0,1,0,8,1,1,-14.5,-9.5,-27.5,0,0.91484
3,0,1,4,8,3,17.5,-14.5,-13.5,0,0.348016
1,3,1,2,9,8,-8.5,22.5,-8.5,0,0.0794614
1,1,1,8,1,1,-2.5,-9.5,-15.5,1.96226e-07,0.437235
1,1,1,8,5,8,-2.5,-5.5,-8.5,1.06805e-07,0.158954
3,0,0,5,8,5,18.5,-14.5,-23.5,0,0.747215
2,0,1,1,6,7,2.5,-16.5,-9.5,1.22139e-06,0.20997
1,3,0,0,8,0,-10.5,21.5,-28.5,0,0.873902
0,3,0,7,8,7,-15.5,21.5,-21.5,0,0.580542
0,2,0,0,6,5,-22.5,7.5,-23.5,0,0.695552
1,1,0,4,2,0,-6.5,-8.5,-28.5,7.42556e-07,0.965241
0,0,0,9,1,6,-13.5,-21.5,-22.5,0,0.719504
1,2,1,5,7,9,-5.5,8.5,-7.5,2.39306e-07,0.0895509
1,0,1,5,2,3,-5.5,-20.5,-13.5,0,0.366417
1,3,0,3,9,5,-7.5,22.5,-23.5,0,0.667312
1,3,1,8,1,8,-2.5,14.5,-8.5,1.20192e-06,0.11096
1,2,0,6,7,8,-4.5,8.5,-20.5,1.10693e-06,0.598066
1,3,0,2,1,8,-8.5,14.5,-20.5,6.01628e-07,0.575992
3,2,0,6,3,3,19.5,4.5,-25.5,0,0.793157
2,0,1,0,9,7,1.5,-13.5,-9.5,5.00131e-07,0.207705
1,2,1,9,4,6,-1.5,5.5,-10.5,0,0.213321
2,0,0,6,2,3,7.5,-20.5,-25.5,3.50047e-08,0.850326
3,2,0,5,6,4,18.5,7.5,-24.5,0,0.745771
3,2,0,2,4,3,15.5,5.5,-25.5,2.67094e-08,0.798402
2,2,1,6,5,1,7.5,6.5,-15.5,8.21475e-08,0.402515
2,2,0,1,7,3,2.5,8.5,-25.5,5.7952e-08,0.802993
1,2,1,2,9,3,-8.5,10.5,-13.5,1.21135e-06,0.312023
2,3,0,0,7,6,1.5,20.5,-22.5,3.02864e-07,0.638066
0,0,0,5,1,3,-17.5,-21.5,-25.5,0,0.83624
1,1,1,0,1,6,-10.5,-9.5,-10.5,1.0535e-06,0.23617
1,3,1,6,7,2,-4.5,20.5,-14.5,0,0.319706
2,3,0,5,3,1,6.5,16.5,-27.5,4.5395e-07,0.856463
3,1,0,3,1,8,16.5,-9.5,-20.5,0,0.622971
2,0,0,8,3,3,9.5,-19.5,-25.5,2.26194e-07,0.847919
1,0,1,6,6,6,-4.5,-16.5,-10.5,9.70326e-07,0.247826
3,1,1,4,1,0,17.5,-9.5,-16.5,0,0.46076
0,3,1,2,3,9,-20.5,16.5,-7.5,0,0.0456804
2,0,0,5,4,1,6.5,-18.5,-27.5,7.24612e-07,0.933824
3,0,1,5,0,9,18.5,-22.5,-7.5,0,0.118845
2,0,0,4,2,7,5.5,-20.5,-21.5,0,0.686836
1,2,1,1,3,0,-9.5,4.5,-16.5,5.57245e-07,0.445344
2,1,0,4,5,5,5.5,-5.5,-23.5,0,0.752702
3,2,1,1,5,9,14.5,6.5,-7.5,0,0.0857092
3,3,0,9,2,9,22.5,15.5,-19.5,0,0.508861
1,0,1,8,8,0,-2.5,-14.5,-16.5,1.32851e-06,0.48253
1,2,1,1,9,4,-9.5,10.5,-12.5,1.43737e-06,0.272254
1,3,0,9,2,8,-1.5,15.5,-20.5,1.39815e-06,0.57635
2,0,0,9,2,6,10.5,-20.5,-22.5,1.33318e-07,0.723277
3,3,0,6,4,5,19.5,17.5,-23.5,0,0.669305
0,3,1,4,8,1,-18.5,21.5,-15.5,0,0.337755
2,0,0,2,2,3,3.5,-20.5,-25.5,3.16771e-08,0.852847
2,0,1,1,8,5,2.5,-14.5,-11.5,5.6515e-07,0.285783
3,3,0,3,7,2,16.5,20.5,-26.5,2.17395e-07,0.786145
1,3,1,2,2,8,-8.5,15.5,-8.5,8.09685e-07,0.104351
3,1,1,7,1,8,20.5,-9.5,-8.5,0,0.143466
3,2,1,9,2,9,22.5,3.5,-7.5,0,0.0779743
2,1,0,0,5,7,1.5,-5.5,-21.5,0,0.672385
0,1,1,8,1,4,-14.5,-9.5,-12.5,9.56676e-07,0.308502
0,3,1,7,7,5,-15.5,20.5,-11.5,0,0.192451
3,1,0,2,2,1,15.5,-8.5,-27.5,0,0.911705
3,3,1,1,7,7,14.5,20.5,-9.5,0,0.11785
2,1,1,5,8,7,6.5,-2.5,-9.5,0,0.19028
2,0,0,1,4,1,2.5,-18.5,-27.5,1.07428e-06,0.935911
1,0,1,7,3,8,-3.5,-19.5,-8.5,3.32081e-07,0.172944
1,3,1,5,5,3,-5.5,18.5,-13.5,3.10767e-07,0.287798
1,1,0,1,8,2,-9.5,-2.5,-26.5,7.16236e-07,0.867755
2,1,0,7,0,9,8.5,-10.5,-19.5,5.85167e-08,0.594905
0,1,1,2,0,3,-20.5,-10.5,-13.5,0,0.337673
1,0,1,8,0,3,-2.5,-22.5,-13.5,0,0.368295
3,3,1,8,1,7,21.5,14.5,-9.5,0,0.125721
0,2,1,0,2,4,-22.5,3.5,-12.5,1.2304e-07,0.2691
0,0,1,5,4,1,-17.5,-18.5,-15.5,0,0.429505
1,1,1,3,5,8,-7.5,-5.5,-8.5,8.86418e-07,0.156374
3,0,1,8,4,1,21.5,-18.5,-15.5,0,0.421224
1,0,0,4,9,2,-6.5,-13.5,-26.5,9.14392e-07,0.887695
2,1,0,8,1,9,9.5,-9.5,-19.5,0,0.592599
3,1,0,8,7,5,21.5,-3.5,-23.5,0,0.724667
1,0,0,7,1,1,-3.5,-21.5,-27.5,0,0.936933
3,3,0,6,1,7,19.5,14.5,-21.5,0,0.599319
1,1,0,7,4,1,-3.5,-6.5,-27.5,8.18841e-07,0.921666
1,2,1,1,5,5,-9.5,6.5,-11.5,1.14162e-06,0.244714
1,2,0,8,3,1,-2.5,4.5,-27.5,0,0.897653
0,0,0,0,4,8,-22.5,-18.5,-20.5,0,0.618585
1,2,1,4,2,9,-6.5,3.5,-7.5,1.70236e-06,0.101463
2,3,0,3,4,6,4.5,17.5,-22.5,9.16071e-07,0.64876
1,0,1,0,3,3,-10.5,-19.5,-13.5,0,0.361724
2,0,0,6,8,9,7.5,-14.5,-19.5,1.03533e-07,0.600174
1,2,1,7,2,1,-3.5,3.5,-15.5,1.85515e-07,0.412504
2,1,0,1,7,5,2.5,-3.5,-23.5,0,0.750362
0,0,0,1,5,1,-21.5,-17.5,-27.5,0,0.908652
1,2,1,9,7,7,-1.5,8.5,-9.5,1.39165e-06,0.167086
1,1,0,0,8,7,-10.5,-2.5,-21.5,1.10167e-06,0.660736
2,1,1,4,6,1,5.5,-4.5,-15.5,0,0.428276
3,2,0,5,6,0,18.5,7.5,-28.5,2.40361e-07,0.911495
2,0,0,7,1,0,8.5,-21.5,-28.5,2.11458e-07,0.975631
3,2,0,0,9,7,13.5,10.5,-21.5,0,0.623455
1,2,1,5,9,0,-5.5,10.5,-16.5,1.31872e-06,0.431893
1,0,0,8,5,4,-2.5,-17.5,-24.5,3.3202e-07,0.809979
0,3,1,5,9,9,-17.5,22.5,-7.5,0,0.0300423
3,3,1,3,9,8,16.5,22.5,-8.5,0,0.0693927
0,2,0,0,4,5,-22.5,5.5,-23.5,0,0.701171
3,0,0,1,9,3,14.5,-13.5,-25.5,0,0.836386
0,1,0,1,1,1,-21.5,-9.5,-27.5,0,0.900196
3,1,0,9,2,1,22.5,-8.5,-27.5,0,0.896296
0,0,1,5,0,9,-17.5,-22.5,-7.5,0,0.12059
0,0,1,4,4,7,-18.5,-18.5,-9.5,0,0.193741
2,1,0,2,1,3,3.5,-9.5,-25.5,0,0.842798
3,2,0,9,6,7,22.5,7.5,-21.5,0,0.614527
3,2,0,4,6,8,17.5,7.5,-20.5,0,0.585252
3,2,0,5,8,0,18.5,9.5,-28.5,0,0.905312
1,3,1,6,5,2,-4.5,18.5,-14.5,1.69841e-07,0.327184
0,3,0,3,6,8,-19.5,19.5,-20.5,0,0.540763
2,0,0,2,4,8,3.5,-18.5,-20.5,1.14124e-06,0.646121
2,0,0,9,9,0,10.5,-13.5,-28.5,0,0.967821
3,2,1,5,6,2,18.5,7.5,-14.5,0,0.345393
0,1,0,5,1,2,-17.5,-9.5,-26.5,1.55418e-07,0.867464
0,1,0,0,8,8,-22.5,-2.5,-20.5,0,0.598234
2,1,1,9,2,7,10.5,-8.5,-9.5,0,0.196382
3,2,1,3,3,3,16.5,4.5,-13.5,3.54846e-08,0.317888
3,3,0,6,9,8,19.5,22.5,-20.5,0,0.528837
0,3,0,8,7,8,-14.5,20.5,-20.5,0,0.546144
3,1,0,8,2,9,21.5,-8.5,-19.5,0,0.570736
2,1,0,2,2,2,3.5,-8.5,-26.5,0,0.883025
0,3,0,8,5,5,-14.5,18.5,-23.5,0,0.674896
2,3,0,0,7,2,1.5,20.5,-26.5,0,0.801468
1,0,1,3,2,7,-7.5,-20.5,-9.5,0,0.209491
2,0,0,0,4,4,1.5,-18.5,-24.5,2.81223e-07,0.810855
1,3,0,9,8,6,-1.5,21.5,-22.5,7.90766e-08,0.633991
0,1,0,8,4,8,-14.5,-6.5,-20.5,3.18873e-07,0.621837
0,1,1,5,9,2,-17.5,-1.5,-14.5,3.95007e-07,0.368482
0,0,0,1,1,9,-21.5,-21.5,-19.5,0,0.581957
1,1,0,8,4,8,-2.5,-6.5,-20.5,5.54218e-08,0.633185
3,3,1,9,6,2,22.5,19.5,-14.5,4.81767e-08,0.297969
0,0,0,8,3,2,-14.5,-19.5,-26.5,0,0.882634
3,2,1,9,9,7,22.5,10.5,-9.5,0,0.135669
3,3,1,8,9,0,21.5,22.5,-16.5,0,0.366526
0,1,0,4,8,5,-18.5,-2.5,-23.5,3.59558e-07,0.729359
3,1,0,5,4,0,18.5,-6.5,-28.5,0,0.944526
3,2,0,0,6,1,13.5,7.5,-27.5,0,0.878969
3,2,0,2,2,3,15.5,3.5,-25.5,0,0.803754
3,1,0,7,4,3,20.5,-6.5,-25.5,0,0.814822
3,0,1,2,1,2,15.5,-21.5,-14.5,0,0.394938
3,1,1,2,3,6,15.5,-7.5,-10.5,0,0.226747
0,3,1,4,6,4,-18.5,19.5,-12.5,0,0.229239
1,0,1,7,0,8,-3.5,-22.5,-8.5,0,0.173927
0,2,0,2,1,2,-20.5,2.5,-26.5,2.16672e-07,0.837332
0,0,0,0,7,1,-22.5,-15.5,-27.5,0,0.904533
1,0,0,2,2,1,-8.5,-20.5,-27.5,0,0.933048
3,3,0,8,5,8,21.5,18.5,-20.5,0,0.540196
2,3,0,0,0,6,1.5,13.5,-22.5,1.10032e-06,0.664126
1,1,1,0,0,2,-10.5,-10.5,-14.5,6.83684e-07,0.393423
2,3,0,2,3,9,3.5,16.5,-19.5,1.03147e-06,0.532165
0,3,0,5,0,7,-17.5,13.5,-21.5,5.50942e-07,0.606753
1,3,0,0,7,7,-10.5,20.5,-21.5,1.67387e-07,0.591739
1,0,1,5,6,4,-5.5,-16.5,-12.5,1.0539e-06,0.325059
2,2,0,8,2,9,9.5,3.5,-19.5,0,0.567567
1,3,1,4,4,4,-6.5,17.5,-12.5,5.84231e-07,0.25207
3,0,1,2,0,0,15.5,-22.5,-16.5,0,0.474366
3,2,1,9,2,6,22.5,3.5,-10.5,0,0.192159
0,2,0,9,8,5,-13.5,9.5,-23.5,1.19058e-06,0.707767
1,2,0,6,9,8,-4.5,10.5,-20.5,8.46864e-07,0.592008
3,3,1,0,3,1,13.5,16.5,-15.5,6.98113e-07,0.364859
0,3,0,7,8,3,-15.5,21.5,-25.5,3.65414e-08,0.742694
3,2,1,1,2,6,14.5,3.5,-10.5,0,0.207447
2,0,0,1,6,1,2.5,-16.5,-27.5,3.15847e-07,0.934522
1,2,0,3,5,3,-7.5,6.5,-25.5,1.00324e-06,0.806021
1,1,0,0,4,9,-10.5,-6.5,-19.5,6.51409e-07,0.586975
1,1,0,1,0,4,-9.5,-10.5,-24.5,1.14516e-06,0.798181
3,2,0,9,4,6,22.5,5.5,-22.5,1.32177e-08,0.660577
2,1,0,9,0,3,10.5,-10.5,-25.5,0,0.83856
3,3,1,1,1,4,14.5,14.5,-12.5,0,0.253569
3,3,0,4,3,6,17.5,16.5,-22.5,6.31647e-07,0.636625
0,2,1,6,9,6,-16.5,10.5,-10.5,1.11297e-06,0.18577
3,2,0,8,0,4,21.5,1.5,-24.5,0,0.754915
2,1,0,4,9,1,5.5,-1.5,-27.5,0,0.910946
3,3,1,9,1,2,22.5,14.5,-14.5,0,0.315558
0,0,1,6,0,1,-16.5,-22.5,-15.5,0,0.432869
1,0,0,9,8,6,-1.5,-14.5,-22.5,7.6022e-07,0.725304
1,3,0,6,9,3,-4.5,22.5,-25.5,0,0.750902
0,0,0,4,9,2,-18.5,-13.5,-26.5,0,0.870326
3,0,0,4,3,6,17.5,-19.5,-22.5,0,0.711804
3,1,0,6,9,5,19.5,-1.5,-23.5,0,0.725253
3,3,1,0,8,3,13.5,21.5,-13.5,6.95081e-08,0.268625
3,3,0,4,1,4,17.5,14.5,-24.5,0,0.725168
3,1,1,7,0,9,20.5,-10.5,-7.5,0,0.106623
0,1,0,5,2,3,-17.5,-8.5,-25.5,1.52814e-07,0.824423
3,3,1,1,7,5,14.5,20.5,-11.5,2.80857e-08,0.194055
3,2,1,9,0,3,22.5,1.5,-13.5,0,0.312606
1,1,1,4,8,6,-6.5,-2.5,-10.5,9.22174e-07,0.228727
1,1,0,3,1,1,-7.5,-9.5,-27.5,6.06779e-07,0.923811
0,3,0,7,3,7,-15.5,16.5,-21.5,0,0.59985
2,2,0,4,6,0,5.5,7.5,-28.5,0,0.92958
1,3,0,1,4,7,-9.5,17.5,-21.5,1.53294e-07,0.604444
3,1,1,0,2,2,13.5,-8.5,-14.5,0,0.387011
2,1,1,7,5,6,8.5,-5.5,-10.5,0,0.232409
2,2,0,0,8,5,1.5,9.5,-23.5,1.49537e-07,0.717912
1,0,1,3,6,4,-7.5,-16.5,-12.5,2.16345e-07,0.323679
1,3,1,2,4,3,-8.5,17.5,-13.5,0,0.289182
1,1,0,7,2,9,-3.5,-8.5,-19.5,5.50972e-07,0.595466
3,0,1,2,1,1,15.5,-21.5,-15.5,0,0.434427
1,0,1,3,5,0,-7.5,-17.5,-16.5,2.31879e-07,0.48213
1,0,1,2,4,2,-8.5,-18.5,-14.5,0,0.402591
2,2,1,1,0,3,2.5,1.5,-13.5,6.73733e-08,0.338959
1,2,0,0,2,2,-10.5,3.5,-26.5,2.89856e-07,0.852595
3,3,1,0,5,1,13.5,18.5,-15.5,1.23937e-06,0.357673
2,3,0,3,8,7,4.5,21.5,-21.5,5.5051e-08,0.592685
2,2,0,7,5,7,8.5,6.5,-21.5,0,0.641379
0,3,0,6,4,4,-16.5,17.5,-24.5,0,0.715985
0,3,1,4,9,5,-18.5,22.5,-11.5,0,0.179553
1,1,1,5,9,6,-5.5,-1.5,-10.5,2.61482e-07,0.227453
1,3,1,6,0,9,-4.5,13.5,-7.5,6.08942e-07,0.075543
0,1,1,5,8,8,-17.5,-2.5,-8.5,5.7657e-07,0.138402
3,1,1,2,5,0,15.5,-5.5,-16.5,0,0.458316
0,3,0,1,0,6,-21.5,13.5,-22.5,0,0.638491
3,3,1,9,8,8,22.5,21.5,-8.5,0,0.0613663
1,0,1,0,3,5,-10.5,-19.5,-11.5,1.0607e-07,0.283621
1,3,1,0,9,6,-10.5,22.5,-10.5,0,0.153344
0,1,0,3,2,3,-19.5,-8.5,-25.5,0,0.820181
0,0,1,2,4,7,-20.5,-18.5,-9.5,0,0.189701
1,3,1,3,1,5,-7.5,14.5,-11.5,9.41997e-07,0.222992
3,3,1,8,6,7,21.5,19.5,-9.5,9.33509e-09,0.108682
1,3,0,7,6,8,-3.5,19.5,-20.5,0,0.560928
