Cell IdX,Cell IdY,Cell IdZ,Voxel IdX,Voxel IdY,Voxel IdZ,X [mm],Y [mm],Z [mm],Dose [Gy],FieldScalingFactor
0,1,0,1,3,6,-21.5,-7.5,7.5,0.00213646,0.693384
3,3,1,1,5,1,14.5,18.5,14.5,0.00118348,0.332
3,2,1,2,3,1,15.5,4.5,14.5,0.00531446,0.399324
3,3,1,3,2,9,16.5,15.5,22.5,0.00455205,0.0652497
0,3,0,6,9,4,-16.5,22.5,5.5,5.74189e-05,0.632888
2,0,0,2,8,5,3.5,-14.5,6.5,0.0047499,0.769512
2,2,0,8,7,2,9.5,8.5,3.5,0.0037885,0.793015
1,3,1,9,6,1,-1.5,19.5,14.5,0.00391088,0.334014
0,1,1,7,9,8,-15.5,-1.5,21.5,0.000596254,0.173759
0,1,1,5,5,6,-17.5,-5.5,19.5,0.000434387,0.255435
2,3,0,2,9,2,3.5,22.5,3.5,0.000100475,0.717363
0,3,1,1,7,8,-21.5,20.5,21.5,0.000207355,0.066843
1,0,0,5,6,5,-5.5,-16.5,6.5,0.00499655,0.773819
2,2,1,2,7,3,3.5,8.5,16.5,0.00543266,0.31832
1,0,0,1,6,5,-9.5,-16.5,6.5,0.00475599,0.77143
0,0,1,7,4,1,-15.5,-18.5,14.5,0.00444702,0.472629
3,2,1,8,9,5,21.5,10.5,18.5,0.0043979,0.221973
3,2,1,7,6,6,20.5,7.5,19.5,0.00511433,0.201918
0,3,1,3,6,5,-19.5,19.5,18.5,0.000458272,0.179182
3,0,0,6,8,0,19.5,-14.5,1.5,7.95817e-05,0.946263
3,2,1,8,5,8,21.5,6.5,21.5,0.00480017,0.134809
2,3,0,2,2,4,3.5,15.5,5.5,0.0045401,0.684135
2,2,0,9,7,8,10.5,8.5,9.5,0.00475101,0.568293
3,1,1,6,5,6,19.5,-5.5,19.5,0.00132744,0.252888
3,2,0,1,3,4,14.5,4.5,5.5,0.00464749,0.731761
3,2,1,6,2,4,19.5,3.5,17.5,0.0052651,0.290967
2,2,0,0,1,3,1.5,2.5,4.5,0.00381005,0.78647
1,2,1,2,7,8,-8.5,8.5,21.5,0.00521824,0.139867
0,1,1,9,7,9,-13.5,-3.5,22.5,0.00122006,0.147729
3,1,1,6,5,9,19.5,-5.5,22.5,0.0012659,0.147331
0,2,1,3,8,9,-19.5,9.5,22.5,0.00088924,0.0897955
2,1,0,7,9,7,8.5,-1.5,8.5,0.0047143,0.64988
1,1,0,1,9,6,-9.5,-1.5,7.5,0.0041974,0.686456
3,3,1,0,4,5,13.5,17.5,18.5,0.00334789,0.197088
3,1,1,2,0,2,15.5,-10.5,15.5,0.000738634,0.4165
3,3,1,2,0,5,15.5,13.5,18.5,0.00503735,0.215499
1,3,0,6,3,7,-4.5,16.5,8.5,0.00518224,0.567212
1,1,0,0,9,4,-10.5,-1.5,5.5,0.00334497,0.760861
2,0,1,6,7,7,7.5,-15.5,20.5,0.00326814,0.256853
3,1,0,8,9,8,21.5,-1.5,9.5,0.00392588,0.597788
1,1,1,0,9,7,-10.5,-1.5,20.5,0.00396458,0.213576
1,2,1,0,7,6,-10.5,8.5,19.5,0.00480726,0.208508
2,1,0,0,7,2,1.5,-3.5,3.5,0.00338279,0.848854
3,0,0,4,9,7,17.5,-13.5,8.5,0.000159637,0.680065
3,2,1,8,2,9,21.5,3.5,22.5,0.00450879,0.112338
0,2,1,9,4,9,-13.5,5.5,22.5,0.00383972,0.114018
3,0,0,1,2,9,14.5,-20.5,10.5,7.64628e-05,0.62544
0,0,1,8,7,0,-14.5,-15.5,13.5,0.00427572,0.503529
0,0,1,0,9,3,-22.5,-13.5,16.5,0.000365395,0.378462
2,0,1,0,7,1,1.5,-15.5,14.5,0.00460453,0.474862
0,0,1,7,0,9,-15.5,-22.5,22.5,0.000277193,0.193303
0,3,1,5,0,0,-17.5,13.5,13.5,0.00416619,0.390704
2,1,0,4,6,2,5.5,-4.5,3.5,0.00381717,0.851475
3,0,1,8,4,4,21.5,-18.5,17.5,2.29676e-05,0.355848
1,2,1,2,8,4,-8.5,9.5,17.5,0.00533748,0.275943
0,2,1,2,4,4,-20.5,5.5,17.5,0.000136165,0.281047
1,1,0,0,8,3,-10.5,-2.5,4.5,0.00345019,0.802614
1,0,0,0,4,5,-10.5,-18.5,6.5,0.00408951,0.775294
3,1,0,5,8,5,18.5,-2.5,6.5,0.00463134,0.718052
0,1,1,7,0,6,-15.5,-10.5,19.5,0.00419671,0.272868
0,2,1,7,1,6,-15.5,2.5,19.5,0.000621257,0.229108
2,1,1,9,9,2,10.5,-1.5,15.5,0.00471585,0.391885
2,0,1,0,2,4,1.5,-20.5,17.5,0.00185248,0.376736
0,0,1,3,0,7,-19.5,-22.5,20.5,0.000186902,0.258979
0,2,0,2,0,3,-20.5,1.5,4.5,8.20997e-05,0.774165
3,0,1,3,3,9,16.5,-19.5,22.5,5.48066e-05,0.186907
0,1,0,8,1,1,-14.5,-9.5,2.5,0.00302064,0.899679
3,0,1,4,8,3,17.5,-14.5,16.5,0.000172615,0.388536
1,3,1,2,9,8,-8.5,22.5,21.5,0.000360915,0.0694407
1,1,1,8,1,1,-2.5,-9.5,14.5,0.00521317,0.458572
1,1,1,8,5,8,-2.5,-5.5,21.5,0.00528095,0.195662
3,0,0,5,8,5,18.5,-14.5,6.5,7.00381e-05,0.756558
2,0,1,1,6,7,2.5,-16.5,20.5,0.00486169,0.26092
1,3,0,0,8,0,-10.5,21.5,1.5,0.000118286,0.794875
0,3,0,7,8,7,-15.5,21.5,8.5,0.000129094,0.529983
0,2,0,0,6,5,-22.5,7.5,6.5,8.40513e-05,0.668815
1,1,0,4,2,0,-6.5,-8.5,1.5,0.00167838,0.941814
0,0,0,9,1,6,-13.5,-21.5,7.5,0.000529324,0.740824
1,2,1,5,7,9,-5.5,8.5,22.5,0.00488804,0.106589
1,0,1,5,2,3,-5.5,-20.5,16.5,0.00235396,0.411823
1,3,0,3,9,5,-7.5,22.5,6.5,0.000198367,0.604291
1,3,1,8,1,8,-2.5,14.5,21.5,0.00495653,0.114083
1,2,0,6,7,8,-4.5,8.5,9.5,0.00527288,0.571679
1,3,0,2,1,8,-8.5,14.5,9.5,0.00515678,0.539408
3,2,0,6,3,3,19.5,4.5,4.5,0.00430812,0.762755
2,0,1,0,9,7,1.5,-13.5,20.5,0.00464771,0.253967
1,2,1,9,4,6,-1.5,5.5,19.5,0.00521131,0.225466
2,0,0,6,2,3,7.5,-20.5,4.5,9.12151e-05,0.858055
3,2,0,5,6,4,18.5,7.5,5.5,0.00479164,0.712687
3,2,0,2,4,3,15.5,5.5,4.5,0.00434508,0.763682
2,2,1,6,5,1,7.5,6.5,14.5,0.00524933,0.397421
2,2,0,1,7,3,2.5,8.5,4.5,0.004158,0.758534
1,2,1,2,9,3,-8.5,10.5,16.5,0.00507102,0.306783
2,3,0,0,7,6,1.5,20.5,7.5,0.001396,0.581683
0,0,0,5,1,3,-17.5,-21.5,4.5,0.000231262,0.849926
1,1,1,0,1,6,-10.5,-9.5,19.5,0.00456753,0.27478
1,3,1,6,7,2,-4.5,20.5,15.5,0.00221665,0.292167
2,3,0,5,3,1,6.5,16.5,2.5,0.00295897,0.789902
3,1,0,3,1,8,16.5,-9.5,9.5,0.000462335,0.632567
2,0,0,8,3,3,9.5,-19.5,4.5,8.63571e-05,0.854591
1,0,1,6,6,6,-4.5,-16.5,19.5,0.00509627,0.295993
3,1,1,4,1,0,17.5,-9.5,13.5,0.000684164,0.483844
0,3,1,2,3,9,-20.5,16.5,22.5,0.00427983,0.0549538
2,0,0,5,4,1,6.5,-18.5,2.5,0.000196184,0.931241
3,0,1,5,0,9,18.5,-22.5,22.5,1.70583e-05,0.18979
2,0,0,4,2,7,5.5,-20.5,8.5,0.000181102,0.707222
1,2,1,1,3,0,-9.5,4.5,13.5,0.00469707,0.440972
2,1,0,4,5,5,5.5,-5.5,6.5,0.00502847,0.741186
3,2,1,1,5,9,14.5,6.5,22.5,0.00478344,0.10893
3,3,0,9,2,9,22.5,15.5,10.5,0.00114658,0.481292
1,0,1,8,8,0,-2.5,-14.5,13.5,0.00479252,0.508825
1,2,1,1,9,4,-9.5,10.5,17.5,0.00475597,0.270617
1,3,0,9,2,8,-1.5,15.5,9.5,0.00469802,0.536709
2,0,0,9,2,6,10.5,-20.5,7.5,8.30462e-05,0.741796
3,3,0,6,4,5,19.5,17.5,6.5,0.00215457,0.621584
0,3,1,4,8,1,-18.5,21.5,14.5,0.000219535,0.310168
2,0,0,2,2,3,3.5,-20.5,4.5,0.000190753,0.859801
2,0,1,1,8,5,2.5,-14.5,18.5,0.00512137,0.327613
3,3,0,3,7,2,16.5,20.5,3.5,0.00010727,0.71962
1,3,1,2,2,8,-8.5,15.5,21.5,0.0051176,0.106752
3,1,1,7,1,8,20.5,-9.5,21.5,0.000132735,0.192982
3,2,1,9,2,9,22.5,3.5,22.5,0.00362699,0.110789
2,1,0,0,5,7,1.5,-5.5,8.5,0.0047939,0.667197
0,1,1,8,1,4,-14.5,-9.5,17.5,0.00477006,0.342538
0,3,1,7,7,5,-15.5,20.5,18.5,0.000337881,0.178676
3,1,0,2,2,1,15.5,-8.5,2.5,0.000367146,0.895351
3,3,1,1,7,7,14.5,20.5,20.5,0.000359178,0.110276
2,1,1,5,8,7,6.5,-2.5,20.5,0.00530179,0.219606
2,0,0,1,4,1,2.5,-18.5,2.5,0.000882842,0.932683
1,0,1,7,3,8,-3.5,-19.5,21.5,0.00451071,0.231469
1,3,1,5,5,3,-5.5,18.5,16.5,0.00493717,0.267519
1,1,0,1,8,2,-9.5,-2.5,3.5,0.00360938,0.841475
2,1,0,7,0,9,8.5,-10.5,10.5,0.00434217,0.606085
0,1,1,2,0,3,-20.5,-10.5,16.5,0.00157078,0.373579
1,0,1,8,0,3,-2.5,-22.5,16.5,0.000410457,0.416368
3,3,1,8,1,7,21.5,14.5,20.5,0.00401855,0.132755
0,2,1,0,2,4,-22.5,3.5,17.5,5.05055e-05,0.286252
0,0,1,5,4,1,-17.5,-18.5,14.5,0.00398174,0.470139
1,1,1,3,5,8,-7.5,-5.5,21.5,0.00519101,0.193854
3,0,1,8,4,1,21.5,-18.5,14.5,3.4924e-05,0.464444
1,0,0,4,9,2,-6.5,-13.5,3.5,0.00329066,0.879987
2,1,0,8,1,9,9.5,-9.5,10.5,0.00485471,0.602405
3,1,0,8,7,5,21.5,-3.5,6.5,0.000608657,0.717113
1,0,0,7,1,1,-3.5,-21.5,2.5,0.000151544,0.938824
3,3,0,6,1,7,19.5,14.5,8.5,0.0047609,0.564457
1,1,0,7,4,1,-3.5,-6.5,2.5,0.00292972,0.897668
1,2,1,1,5,5,-9.5,6.5,18.5,0.00520915,0.253309
1,2,0,8,3,1,-2.5,4.5,2.5,0.00302155,0.853406
0,0,0,0,4,8,-22.5,-18.5,9.5,7.18829e-05,0.646926
1,2,1,4,2,9,-6.5,3.5,22.5,0.00485661,0.127092
2,3,0,3,4,6,4.5,17.5,7.5,0.00405601,0.598435
1,0,1,0,3,3,-10.5,-19.5,16.5,0.00403913,0.406867
2,0,0,6,8,9,7.5,-14.5,10.5,0.00441756,0.617713
1,2,1,7,2,1,-3.5,3.5,14.5,0.00513584,0.411934
2,1,0,1,7,5,2.5,-3.5,6.5,0.00488809,0.734903
0,0,0,1,5,1,-21.5,-17.5,2.5,7.5154e-05,0.911766
1,2,1,9,7,7,-1.5,8.5,20.5,0.00503115,0.177308
1,1,0,0,8,7,-10.5,-2.5,8.5,0.00403622,0.652142
2,1,1,4,6,1,5.5,-4.5,14.5,0.00536865,0.441704
3,2,0,5,6,0,18.5,7.5,1.5,0.00170976,0.863967
2,0,0,7,1,0,8.5,-21.5,1.5,8.32875e-05,0.975225
3,2,0,0,9,7,13.5,10.5,8.5,0.00432165,0.592657
1,2,1,5,9,0,-5.5,10.5,13.5,0.00482298,0.415862
1,0,0,8,5,4,-2.5,-17.5,5.5,0.00446786,0.815182
0,3,1,5,9,9,-17.5,22.5,22.5,9.94759e-05,0.0269509
3,3,1,3,9,8,16.5,22.5,21.5,0.000120773,0.0625025
0,2,0,0,4,5,-22.5,5.5,6.5,5.38682e-05,0.678116
3,0,0,1,9,3,14.5,-13.5,4.5,0.000194551,0.835063
0,1,0,1,1,1,-21.5,-9.5,2.5,0.00267604,0.889497
3,1,0,9,2,1,22.5,-8.5,2.5,7.40013e-05,0.884671
0,0,1,5,0,9,-17.5,-22.5,22.5,0.000250806,0.190928
0,0,1,4,4,7,-18.5,-18.5,20.5,0.0036335,0.252924
2,1,0,2,1,3,3.5,-9.5,4.5,0.00424831,0.831085
3,2,0,9,6,7,22.5,7.5,8.5,0.00394775,0.594788
3,2,0,4,6,8,17.5,7.5,9.5,0.00546606,0.565561
3,2,0,5,8,0,18.5,9.5,1.5,0.00162938,0.853962
1,3,1,6,5,2,-4.5,18.5,15.5,0.00485981,0.303317
0,3,0,3,6,8,-19.5,19.5,9.5,0.000341001,0.500004
2,0,0,2,4,8,3.5,-18.5,9.5,0.00108314,0.6662
2,0,0,9,9,0,10.5,-13.5,1.5,0.000232693,0.954448
3,2,1,5,6,2,18.5,7.5,15.5,0.005241,0.346528
0,1,0,5,1,2,-17.5,-9.5,3.5,0.00318862,0.857452
0,1,0,0,8,8,-22.5,-2.5,9.5,6.28007e-05,0.599709
2,1,1,9,2,7,10.5,-8.5,20.5,0.00465362,0.236475
3,2,1,3,3,3,16.5,4.5,16.5,0.00542017,0.326389
3,3,0,6,9,8,19.5,22.5,9.5,4.73875e-05,0.482375
0,3,0,8,7,8,-14.5,20.5,9.5,0.000274861,0.500599
3,1,0,8,2,9,21.5,-8.5,10.5,0.000141235,0.585105
2,1,0,2,2,2,3.5,-8.5,3.5,0.0037446,0.866095
0,3,0,8,5,5,-14.5,18.5,6.5,0.000658241,0.622287
2,3,0,0,7,2,1.5,20.5,3.5,0.000726827,0.730136
1,0,1,3,2,7,-7.5,-20.5,20.5,0.00248892,0.267251
2,0,0,0,4,4,1.5,-18.5,5.5,0.00351753,0.817656
1,3,0,9,8,6,-1.5,21.5,7.5,0.000563557,0.57568
0,1,0,8,4,8,-14.5,-6.5,9.5,0.000748551,0.625239
0,1,1,5,9,2,-17.5,-1.5,15.5,0.000350697,0.384535
0,0,0,1,1,9,-21.5,-21.5,10.5,0.000105207,0.617488
1,1,0,8,4,8,-2.5,-6.5,9.5,0.00520461,0.63315
3,3,1,9,6,2,22.5,19.5,15.5,0.000143952,0.280191
0,0,0,8,3,2,-14.5,-19.5,3.5,0.00328413,0.88803
3,2,1,9,9,7,22.5,10.5,20.5,0.00357933,0.150364
3,3,1,8,9,0,21.5,22.5,13.5,0.000100207,0.335591
0,1,0,4,8,5,-18.5,-2.5,6.5,8.31236e-05,0.717916
3,1,0,5,4,0,18.5,-6.5,1.5,0.000143469,0.922926
3,2,0,0,6,1,13.5,7.5,2.5,0.00282049,0.832233
3,2,0,2,2,3,15.5,3.5,4.5,0.00431431,0.772735
3,1,0,7,4,3,20.5,-6.5,4.5,0.000157431,0.805016
3,0,1,2,1,2,15.5,-21.5,15.5,6.32936e-05,0.442249
3,1,1,2,3,6,15.5,-7.5,19.5,0.00348122,0.264229
0,3,1,4,6,4,-18.5,19.5,17.5,0.000495443,0.215549
1,0,1,7,0,8,-3.5,-22.5,21.5,0.000363742,0.236896
0,2,0,2,1,2,-20.5,2.5,3.5,8.35484e-05,0.807744
0,0,0,0,7,1,-22.5,-15.5,2.5,6.01295e-05,0.905021
1,0,0,2,2,1,-8.5,-20.5,2.5,0.000541108,0.934328
3,3,0,8,5,8,21.5,18.5,9.5,0.000226563,0.50274
2,3,0,0,0,6,1.5,13.5,7.5,0.00401876,0.621063
1,1,1,0,0,2,-10.5,-10.5,15.5,0.00430561,0.42124
2,3,0,2,3,9,3.5,16.5,10.5,0.00493644,0.494389
0,3,0,5,0,7,-17.5,13.5,8.5,0.00444431,0.572476
1,3,0,0,7,7,-10.5,20.5,8.5,0.00103664,0.54087
1,0,1,5,6,4,-5.5,-16.5,17.5,0.00518297,0.36733
2,2,0,8,2,9,9.5,3.5,10.5,0.00516749,0.554851
1,3,1,4,4,4,-6.5,17.5,17.5,0.0052166,0.23719
3,0,1,2,0,0,15.5,-22.5,13.5,5.55927e-05,0.517128
3,2,1,9,2,6,22.5,3.5,19.5,0.0039256,0.215671
0,2,0,9,8,5,-13.5,9.5,6.5,0.00415794,0.671711
1,2,0,6,9,8,-4.5,10.5,9.5,0.00490159,0.561955
3,3,1,0,3,1,13.5,16.5,14.5,0.0041614,0.343877
0,3,0,7,8,3,-15.5,21.5,4.5,8.03754e-05,0.677379
3,2,1,1,2,6,14.5,3.5,19.5,0.00528679,0.226289
2,0,0,1,6,1,2.5,-16.5,2.5,0.00294841,0.927901
1,2,0,3,5,3,-7.5,6.5,4.5,0.00436938,0.76618
1,1,0,0,4,9,-10.5,-6.5,10.5,0.00283344,0.592011
1,1,0,1,0,4,-9.5,-10.5,5.5,0.00403163,0.792969
3,2,0,9,4,6,22.5,5.5,7.5,0.00392121,0.641035
2,1,0,9,0,3,10.5,-10.5,4.5,0.00307762,0.830314
3,3,1,1,1,4,14.5,14.5,17.5,0.0050478,0.246782
3,3,0,4,3,6,17.5,16.5,7.5,0.00456943,0.593145
0,2,1,6,9,6,-16.5,10.5,19.5,0.00356899,0.193556
3,2,0,8,0,4,21.5,1.5,5.5,0.00384229,0.73496
2,1,0,4,9,1,5.5,-1.5,2.5,0.00270768,0.878238
3,3,1,9,1,2,22.5,14.5,15.5,0.00334948,0.306883
0,0,1,6,0,1,-16.5,-22.5,14.5,0.000364374,0.479145
1,0,0,9,8,6,-1.5,-14.5,7.5,0.00435221,0.732089
1,3,0,6,9,3,-4.5,22.5,4.5,0.000135375,0.679742
0,0,0,4,9,2,-18.5,-13.5,3.5,0.000197685,0.867884
3,0,0,4,3,6,17.5,-19.5,7.5,4.57484e-05,0.732056
3,1,0,6,9,5,19.5,-1.5,6.5,0.00419034,0.712729
3,3,1,0,8,3,13.5,21.5,16.5,0.000323906,0.245325
3,3,0,4,1,4,17.5,14.5,5.5,0.0044391,0.678262
3,1,1,7,0,9,20.5,-10.5,22.5,0.000131141,0.160666
0,1,0,5,2,3,-17.5,-8.5,4.5,0.00393078,0.816088
3,3,1,1,7,5,14.5,20.5,18.5,0.000334625,0.179814
3,2,1,9,0,3,22.5,1.5,16.5,0.00360747,0.330027
1,1,1,4,8,6,-6.5,-2.5,19.5,0.00535488,0.254921
1,1,0,3,1,1,-7.5,-9.5,2.5,0.00299779,0.90592
0,3,0,7,3,7,-15.5,16.5,8.5,0.00465529,0.558809
2,2,0,4,6,0,5.5,7.5,1.5,0.0016451,0.876425
1,3,0,1,4,7,-9.5,17.5,8.5,0.00478879,0.558945
3,1,1,0,2,2,13.5,-8.5,15.5,0.00431212,0.412759
2,1,1,7,5,6,8.5,-5.5,19.5,0.00528983,0.264003
2,2,0,0,8,5,1.5,9.5,6.5,0.00414049,0.67874
1,0,1,3,6,4,-7.5,-16.5,17.5,0.00515933,0.366362
1,3,1,2,4,3,-8.5,17.5,16.5,0.00503906,0.271399
1,1,0,7,2,9,-3.5,-8.5,10.5,0.00525462,0.602259
3,0,1,2,1,1,15.5,-21.5,14.5,5.14162e-05,0.478702
1,0,1,3,5,0,-7.5,-17.5,13.5,0.00481052,0.514032
1,0,1,2,4,2,-8.5,-18.5,15.5,0.00485006,0.442526
2,2,1,1,0,3,2.5,1.5,16.5,0.0050736,0.348309
1,2,0,0,2,2,-10.5,3.5,3.5,0.00324299,0.81568
3,3,1,0,5,1,13.5,18.5,14.5,0.00124911,0.333023
2,3,0,3,8,7,4.5,21.5,8.5,0.000353942,0.538361
2,2,0,7,5,7,8.5,6.5,8.5,0.00526931,0.616042
0,3,0,6,4,4,-16.5,17.5,5.5,0.00271577,0.662714
0,3,1,4,9,5,-18.5,22.5,18.5,0.000108818,0.163767
1,1,1,5,9,6,-5.5,-1.5,19.5,0.00506279,0.251806
1,3,1,6,0,9,-4.5,13.5,22.5,0.00463027,0.0838527
0,1,1,5,8,8,-17.5,-2.5,21.5,0.000220535,0.1749
3,1,1,2,5,0,15.5,-5.5,13.5,0.0044232,0.473647
0,3,0,1,0,6,-21.5,13.5,7.5,0.00399365,0.603341
3,3,1,9,8,8,22.5,21.5,21.5,5.65156e-05,0.059916
1,0,1,0,3,5,-10.5,-19.5,18.5,0.00413995,0.334787
1,3,1,0,9,6,-10.5,22.5,19.5,0.00032817,0.137238
0,1,0,3,2,3,-19.5,-8.5,4.5,0.00373381,0.813138
0,0,1,2,4,7,-20.5,-18.5,20.5,0.000467305,0.25009
1,3,1,3,1,5,-7.5,14.5,18.5,0.00526406,0.217052
3,3,1,8,6,7,21.5,19.5,20.5,0.000195998,0.106856
1,3,0,7,6,8,-3.5,19.5,9.5,0.00431748,0.513917
2,3,0,2,3,5,3.5,16.5,6.5,0.00475954,0.641363
0,1,1,4,5,1,-18.5,-5.5,14.5,0.000477663,0.43335
3,0,1,7,0,5,20.5,-22.5,18.5,1.73502e-05,0.32905
0,1,1,9,8,5,-13.5,-2.5,18.5,0.0013616,0.285323
1,0,0,9,4,4,-1.5,-18.5,5.5,0.00382017,0.817642
3,1,1,5,5,8,18.5,-5.5,21.5,0.00181063,0.183711
2,2,0,4,7,0,5.5,8.5,1.5,0.00165052,0.871461
1,2,0,9,3,7,-1.5,4.5,8.5,0.00473346,0.627733
1,2,1,0,6,6,-10.5,7.5,19.5,0.0048629,0.212945
3,1,1,4,9,6,17.5,-1.5,19.5,0.00495042,0.241912
2,3,1,2,8,1,3.5,21.5,14.5,0.000705778,0.322263
0,1,0,8,7,8,-14.5,-3.5,9.5,0.000378618,0.614779
0,0,0,7,1,7,-15.5,-21.5,8.5,0.000479481,0.700873
1,3,0,5,1,9,-5.5,14.5,10.5,0.00505311,0.504457
3,0,0,8,5,2,21.5,-17.5,3.5,4.85589e-05,0.873517
3,1,1,5,4,4,18.5,-6.5,17.5,0.000984739,0.328682
3,2,1,2,1,5,15.5,2.5,18.5,0.00527928,0.264569
2,0,0,4,5,4,5.5,-17.5,5.5,0.00262401,0.814263
3,1,1,0,4,0,13.5,-6.5,13.5,0.00427493,0.479129
0,3,0,2,4,2,-20.5,17.5,3.5,0.00216939,0.731569
2,2,1,9,2,5,10.5,3.5,18.5,0.00508577,0.265243
1,1,0,0,7,9,-10.5,-3.5,10.5,0.00389602,0.581608
0,1,0,9,0,1,-13.5,-10.5,2.5,0.00245525,0.903955
2,0,1,8,4,7,9.5,-18.5,20.5,0.000272819,0.262176
3,0,1,0,9,4,13.5,-13.5,17.5,0.000949337,0.354581
1,2,0,8,1,5,-2.5,2.5,6.5,0.00465274,0.710914
1,2,1,3,4,4,-7.5,5.5,17.5,0.00549769,0.294322
3,3,0,3,0,1,16.5,13.5,2.5,0.0026551,0.797654
2,2,0,8,9,6,9.5,10.5,7.5,0.004417,0.633173
3,2,0,1,1,8,14.5,2.5,9.5,0.00507981,0.591389
3,2,0,1,0,5,14.5,1.5,6.5,0.00412453,0.707243
3,1,0,9,5,9,22.5,-5.5,10.5,0.000196995,0.573616
1,1,1,6,9,9,-4.5,-1.5,22.5,0.00462768,0.146629
0,3,1,1,2,6,-21.5,15.5,19.5,0.00454812,0.162436
2,3,1,4,8,2,5.5,21.5,15.5,0.000389502,0.28612
1,2,0,3,4,8,-7.5,5.5,9.5,0.00536686,0.584178
2,2,0,5,4,0,6.5,5.5,1.5,0.00167236,0.885579
3,3,0,2,2,8,15.5,15.5,9.5,0.00506438,0.527742
2,2,0,0,9,0,1.5,10.5,1.5,0.00153009,0.862347
0,2,1,2,6,8,-20.5,7.5,21.5,0.000228632,0.131887
1,0,0,5,2,1,-5.5,-20.5,2.5,0.000532638,0.936048
0,0,1,2,0,9,-20.5,-22.5,22.5,0.000110112,0.186828
3,3,0,0,2,2,13.5,15.5,3.5,0.003235,0.752409
3,0,1,9,5,5,22.5,-17.5,18.5,2.71914e-05,0.316263
1,0,0,7,5,8,-3.5,-17.5,9.5,0.00513649,0.663929
3,0,1,2,2,6,15.5,-20.5,19.5,6.24549e-05,0.296279
2,1,0,3,3,2,4.5,-7.5,3.5,0.0037865,0.862451
2,3,0,1,2,8,2.5,15.5,9.5,0.00505788,0.536568
0,2,0,4,5,9,-18.5,6.5,10.5,0.000233013,0.531972
1,1,1,5,6,2,-5.5,-4.5,15.5,0.00545392,0.405439
1,3,1,1,9,7,-9.5,22.5,20.5,0.000334833,0.103301
0,2,0,3,0,4,-19.5,1.5,5.5,8.41703e-05,0.738033
0,2,1,4,0,0,-18.5,1.5,13.5,0.000314498,0.443959
3,2,1,7,6,0,20.5,7.5,13.5,0.00466006,0.415524
3,3,0,5,0,4,18.5,13.5,5.5,0.00411518,0.68227
1,3,0,3,9,4,-7.5,22.5,5.5,0.000146818,0.64123
3,0,1,9,7,1,22.5,-15.5,14.5,3.97567e-05,0.456024
1,1,1,9,3,3,-1.5,-7.5,16.5,0.00513737,0.380186
3,0,0,5,1,7,18.5,-21.5,8.5,3.01805e-05,0.697044
0,1,0,1,5,9,-21.5,-5.5,10.5,0.000236979,0.575133
3,1,1,7,3,1,20.5,-7.5,14.5,0.000370248,0.437059
3,3,0,3,1,6,16.5,14.5,7.5,0.00492382,0.605398
3,1,1,3,4,6,16.5,-6.5,19.5,0.00440255,0.259974
0,2,0,7,5,2,-15.5,6.5,3.5,0.000526309,0.796695
0,3,1,3,5,4,-19.5,18.5,17.5,0.001038,0.219634
2,0,1,7,8,9,8.5,-14.5,22.5,0.00381735,0.183263
2,1,0,9,9,9,10.5,-1.5,10.5,0.00423666,0.574273
3,2,0,7,7,4,20.5,8.5,5.5,0.00463205,0.70482
0,1,0,1,3,4,-21.5,-7.5,5.5,0.00211434,0.768669
1,0,0,9,7,5,-1.5,-15.5,6.5,0.00431506,0.772464
1,1,0,2,2,6,-8.5,-8.5,7.5,0.00498452,0.711898
1,3,0,1,3,6,-9.5,16.5,7.5,0.00486573,0.601342
2,2,1,3,5,9,4.5,6.5,22.5,0.00491755,0.115603
2,3,1,5,3,0,6.5,16.5,13.5,0.00429297,0.384817
0,1,1,9,8,3,-13.5,-2.5,16.5,0.00138788,0.356792
0,3,1,2,8,4,-20.5,21.5,17.5,0.000174788,0.201589
3,1,1,9,5,2,22.5,-5.5,15.5,0.000302519,0.391245
0,3,0,5,9,5,-17.5,22.5,6.5,4.70577e-05,0.594697
0,2,1,0,0,4,-22.5,1.5,17.5,7.82742e-05,0.294228
3,2,1,7,3,1,20.5,4.5,14.5,0.00492554,0.392672
1,2,0,0,5,1,-10.5,6.5,2.5,0.00272843,0.839855
2,1,0,7,9,5,8.5,-1.5,6.5,0.00433737,0.724737
2,1,0,5,2,0,6.5,-8.5,1.5,0.00164404,0.941868
1,2,0,7,2,5,-3.5,3.5,6.5,0.00492139,0.706344
0,2,1,7,9,7,-15.5,10.5,20.5,0.00426067,0.159712
2,0,1,4,1,0,5.5,-21.5,13.5,0.000321902,0.523242
2,0,1,9,9,9,10.5,-13.5,22.5,0.00151254,0.179488
0,1,0,5,3,1,-17.5,-7.5,2.5,0.00151412,0.889217
0,1,1,2,7,4,-20.5,-3.5,17.5,0.000138693,0.315743
2,1,1,8,1,0,9.5,-9.5,13.5,0.00456062,0.49195
1,3,0,6,8,5,-4.5,21.5,6.5,0.000412502,0.611802
0,3,1,5,4,4,-17.5,17.5,17.5,0.00351972,0.227663
2,0,1,6,2,0,7.5,-20.5,13.5,0.000302843,0.520365
1,1,1,3,5,4,-7.5,-5.5,17.5,0.00539674,0.335849
3,2,0,6,1,7,19.5,2.5,8.5,0.00500595,0.621895
1,2,1,1,7,9,-9.5,8.5,22.5,0.00480976,0.104464
